lat,lon,index,name,Coordinates
37.5609611,126.7997899,616,Korea Airports Corporation,"37.5609611, 126.7997899"
37.4601908,126.4406957,617,Incheon International Airport,"37.4601908, 126.4406957"
37.574632,126.8113985,618,Premium Limousine (Seoul Korea),"37.574632, 126.8113985"
37.4137989,126.9277601,619,í•œêµ­ê³µí•­ê³µì‚¬ í•­ë¡œì‹œì„¤ë³¸ë¶€ ì•ˆì–‘í‘œì§€ì†Œ,"37.4137989, 126.9277601"
37.468173,126.464191,620,Swissport Korea Ltd,"37.468173, 126.464191"
37.557119,126.923656,621,ANC crews school counseling center,"37.557119, 126.923656"
37.497089,126.5887456,622,kinaem nakorn small airport,"37.497089, 126.5887456"
37.5589807,126.8031607,623,Gimpo International Airport Domestic,"37.5589807, 126.8031607"
37.569426,126.803488,624,ì„œìš¸ê¹€í�¬ë¹„ì¦ˆë‹ˆìŠ¤í•­ê³µì„¼í„°,"37.569426, 126.803488"
37.4562557,126.7052062,625,ì�¸ì²œê³µí•­ ì›”ë“œë¡œë°�ë¶€ìŠ¤,"37.4562557, 126.7052062"
37.4562557,126.7052062,626,SKYHUBë�¼ìš´ì§€ ì—¬ê°�í„°ë¯¸ë‚ ë�™íŽ¸,"37.4562557, 126.7052062"
37.5785342,126.8576761,627,ê°€ì–‘ë¹„í–‰ìž¥(ë“œë¡ ),"37.57853420000001, 126.8576761"
37.5924672,126.9970308,628,é‡‘æµ¦,"37.5924672, 126.9970308"
37.430864,127.047455,629,Heliport,"37.430864, 127.047455"
37.501915,127.0663431,630,(ì£¼)ì†Œëª¨í™€ë”©ìŠ¤ì—”í…Œí�¬ë†€ëŸ¬ì§€,"37.501915, 127.0663431"
37.2619953,127.0190903,631,í•œí‹°-ë¯¼ì�´ìŠ¤ê³µí•­,"37.2619953, 127.0190903"
37.1072963,126.7649297,632,í•˜ëŠ˜ëˆ„ë¦¬í•­ê³µ,"37.1072963, 126.7649297"
37.4420547,127.1081565,633,Seoul Airport,"37.44205470000001, 127.1081565"
37.8088006,126.7716589,634,Helipad,"37.80880059999999, 126.7716589"
28.5561624,77.0999578,635,Indira Gandhi International Airport,"28.55616239999999, 77.0999578"
28.565744,77.231977,636,TMI Academy Of Travel Tourism & Aviation Studies,"28.565744, 77.231977"
28.565366,77.124426,637,Airlogic Aviation Solutions Pvt Ltd,"28.56536599999999, 77.124426"
28.497424,77.476553,638,indocopters private limited,"28.497424, 77.476553"
28.651499,77.12677,639,IGI Aviation Services Pvt Ltd,"28.651499, 77.12677"
28.6201234,77.0938583,640,cheap courier service in delhi dwarka,"28.6201234, 77.0938583"
28.530317,77.098317,641,Car Hire Delhi IGI Airport,"28.530317, 77.098317"
28.5576107,77.09398,642,Airports Authority of India,"28.5576107, 77.09398"
28.5250135,77.157088,643,Cambata Aviation Pvt. Ltd.,"28.5250135, 77.15708800000002"
28.629099,77.081771,644,Travel house solution,"28.629099, 77.081771"
28.639289,77.07562,645,Dream Tour And Travels,"28.639289, 77.07562"
28.5822669,77.2515969,646,JM PUBLICITY INDIA PVT.LTD.,"28.5822669, 77.2515969"
28.690754,77.15181,647,Charter Plus,"28.690754, 77.15181"
28.7512635,77.0575652,648,Rohini Heliport,"28.7512635, 77.0575652"
28.570285,77.326666,649,Ask International Tours,"28.570285, 77.326666"
28.629344,77.375707,650,DOMESTIC & INTERNATIONAL COURIERS SERVICE,"28.629344, 77.37570699999999"
28.5659855,77.1226904,651,IGD METRO STATION,"28.5659855, 77.12269040000001"
28.5780997,77.1180377,652,Air Force Station,"28.5780997, 77.1180377"
28.5841284,77.1370858,653,Indhra Gandhi Airport,"28.5841284, 77.1370858"
28.5307587,77.1403366,654,"ATFM CENTER, Airports Authority Of India","28.5307587, 77.1403366"
41.297445,2.0832941,655,Barcelonaâ€“El Prat Airport,"41.297445, 2.083294099999999"
41.5211747,2.1016388,656,Sabadell Airport,"41.5211747, 2.1016388"
41.388605,2.1776858,657,Extracrew SL,"41.388605, 2.1776858"
41.525266,1.9709556,658,Barcelona Helicopters,"41.52526599999999, 1.9709556"
41.5015228,2.0622433,659,Club Aeromodelisme Sant Cugat,"41.5015228, 2.0622433"
41.5253104,1.9710261,660,"Helipistas, S.L.","41.5253104, 1.9710261"
41.371343,2.181865,661,GIS Trade Center,"41.371343, 2.181865"
41.5252013,1.9710691,662,ICARUS Manteniment,"41.5252013, 1.9710690999999998"
41.3025483,2.0756983,663,Aeropuerto Barcelona Terminal 2,"41.3025483, 2.0756983"
41.3084114,2.0875264,664,Euraservices BCN,"41.3084114, 2.0875264"
41.2934264,2.0157981,665,APS - Airport Passenger Services,"41.2934264, 2.0157981"
41.3036865,1.9992078,666,Aeroport Ramon Castellano,"41.3036865, 1.9992078"
41.3844087,2.1026551,667,Heliport Hospital Sant Joan de DÃ©u,"41.3844087, 2.1026550999999998"
41.3637865,2.183135,668,Audax Helicopters,"41.3637865, 2.183135"
41.37557,2.187711,669,VIP YACHTING SERVICES,"41.37557, 2.187711"
41.3911349,2.2021034,670,Aeroports de Catalunya,"41.3911349, 2.2021034"
41.4069832,2.1802681,671,BCN,"41.4069832, 2.1802681"
41.5743575,2.2578818,672,Heliport del Circuit de Barcelona-Catalunya [LETA],"41.5743575, 2.2578818"
41.3606289,1.5672764,673,Base d'helicÃ²pters El Montmell - Can Roca Vidal,"41.36062889999999, 1.5672764"
41.2447019,1.5632516,674,Campo de Vuelo de Bellvei,"41.2447019, 1.5632516"
51.4700223,-0.4542955,675,Heathrow Airport,"51.4700223, -0.45429549999999996"
51.1536621,-0.1820629,676,Gatwick Airport,"51.1536621, -0.1820629"
51.3319582,0.0290574,677,London Biggin Hill Airport,"51.3319582, 0.029057399999999"
51.5048437,0.049518,678,London City Airport,"51.5048437, 0.049518000000000006"
51.458645,-0.441549,679,LivingWell Health Club - Heathrow,"51.458645, -0.44154899999999997"
50.8356003,-0.2941624,680,Brighton City Airport,"50.8356003, -0.2941624"
51.5473443,-0.1909713,681,West End Lane mini cabs ltd,"51.5473443, -0.19097129999999998"
51.283078,-0.7773883,682,Farnborough Airport,"51.283078, -0.777388299999999"
51.1200924,-0.5344901,683,Dunsfold Aerodrome,"51.1200924, -0.5344900999999991"
51.2165148,-0.1439705,684,BIH - Onshore,"51.21651480000001, -0.1439705"
51.469454,-0.1785625,685,London Heliport,"51.469454, -0.17856249999999999"
51.2161202,-0.1428381,686,Redhill Aerodrome,"51.2161202, -0.1428381"
51.469688,-0.178785,687,The London Helicopter,"51.469688, -0.178785"
51.5540305,-0.4171726,688,RAF Northolt,"51.5540305, -0.4171726"
51.5586071,-0.0745197,689,Sams Car's,"51.5586071, -0.0745197"
51.485167,-0.373493,690,MULTI HEATHROW CARS,"51.485167, -0.37349299999999996"
51.3063569,-0.0946913,691,Kenley Aerodrome,"51.3063569, -0.094691299999999"
51.460451,-0.438973,692,Signature Flight Support LHR - London Heathrow Airport,"51.460451, -0.438973"
51.129858,-0.016441,693,A'n'B Cars,"51.12985800000001, -0.016441"
51.4850902,-0.3733477,694,Cheap Gatwick Taxi,"51.4850902, -0.373347699999999"
40.6895314,-74.1744624,695,Newark Liberty International Airport,"40.68953140000001, -74.1744624"
40.7769271,-73.8739659,696,LaGuardia Airport,"40.7769271, -73.8739659"
40.6413111,-73.7781391,697,John F. Kennedy International Airport,"40.64131109999999, -73.77813909999999"
40.8376002,-73.7162416,698,Sands Point Seaplane Base,"40.8376002, -73.7162416"
40.858332,-74.061497,699,Teterboro Airport,"40.858332, -74.061497"
40.6157109,-74.243417,700,Linden Airport,"40.61571089999999, -74.243417"
40.9510462,-74.3136101,701,Lincoln Park Airport,"40.95104619999999, -74.31361009999999"
40.7975621,-74.4157549,702,Morristown Airport (MMU),"40.7975621, -74.4157549"
40.6930717,-74.0568805,703,Liberty State Park Heliport,"40.6930717, -74.05688049999999"
40.8755647,-74.2782674,704,Essex County Airport,"40.87556470000001, -74.27826739999999"
40.751939,-73.971778,705,U.S. Private Jets,"40.751939, -73.971778"
40.5272896,-74.5953428,706,Central Jersey Regional Arprt-47n,"40.5272896, -74.5953428"
40.701457,-74.009225,707,Saker Aviation Services,"40.701457, -74.009225"
40.7285182,-73.9592832,708,AirportLostandFound.com,"40.7285182, -73.9592832"
40.6735622,-74.1907206,709,Park2Go Airport Parking,"40.6735622, -74.19072059999999"
40.782915,-74.2178881,710,Soverel Park Heliport,"40.78291499999999, -74.2178881"
40.5405555,-74.2569444,711,Buckeye State Street,"40.540555499999996, -74.2569444"
40.5471221,-74.2958938,712,Hess Plaza,"40.5471221, -74.2958938"
40.9028766,-74.1329208,713,Lembo Heliport,"40.90287660000001, -74.1329208"
40.4264966,-74.14042,714,Hazlet Township Police Heliport,"40.42649660000001, -74.14041999999999"
43.993352,-79.781904,715,Tottenham/Volk Airport,"43.993352, -79.781904"
43.6777176,-79.6248197,716,Toronto Pearson International Airport,"43.67771760000001, -79.6248197"
43.6284819,-79.3959577,717,Billy Bishop Toronto City Airport,"43.6284819, -79.3959577"
43.8618446,-79.3695644,718,Toronto Buttonville Municipal Airport,"43.8618446, -79.3695644"
43.6712945,-79.5960509,719,Greater Toronto Airports Authority,"43.6712945, -79.5960509"
43.8657627,-79.3695377,720,Toronto Airways Flight Training,"43.8657627, -79.3695377"
43.743649,-79.465901,721,Downsview Airport,"43.743649, -79.465901"
43.7572317,-79.880116,722,Brampton Flight Centre and Flying Club,"43.7572317, -79.880116"
43.7335502,-79.7865322,723,Limo Comforts,"43.73355019999999, -79.7865322"
43.9352382,-79.2635625,724,Markham Airport,"43.9352382, -79.26356249999999"
43.6986112,-79.6566136,725,Precision Aero Components,"43.69861119999999, -79.6566136"
43.5198836,-79.6517372,726,Aerocom Inspection Service Ltd,"43.5198836, -79.6517372"
43.6899278,-79.6184492,727,Pearson Value Parking,"43.6899278, -79.6184492"
43.6892884,-79.6522227,728,Signature Flight Support YYZ - Toronto Pearson Int'l Airport,"43.6892884, -79.6522227"
43.6574069,-79.60343,729,YYZ,"43.6574069, -79.60343000000002"
43.654057,-79.635268,730,"DRIVING FORCE Vehicle Rentals, Sales & Leasing","43.65405699999999, -79.635268"
43.6024362,-79.7019455,731,Toronto Airport Limo Hire,"43.6024362, -79.7019455"
43.574085,-79.75837,732,A Limo Services,"43.57408499999999, -79.75837"
43.630665,-79.398726,733,Porter FBO Limited,"43.630665, -79.398726"
43.6016067,-79.8136652,734,Bayside Toronto Airport Limo,"43.6016067, -79.8136652"
31.216514,121.443305,735,Huashan Hospital Elevated Helicopter Airport,"31.216514, 121.443305"
31.210283,121.466792,736,Shanghai Ruijin Hospital Elevated Helicopter Airport,"31.210283, 121.466792"
31.192209,121.334297,737,Shanghai Hongqiao International Airport,"31.19220900000001, 121.334297"
31.334774,121.625616,738,ä¸Šæµ·é«˜ä¸œæµ·ä¸Šæ•‘åŠ©æœºåœº,"31.334774, 121.625616"
31.334783,121.625618,739,Shanghai Gaodong Heliport,"31.334783, 121.625618"
31.193659,121.346595,740,ä¸Šæµ·è™¹æ¡¥æœºåœº1å�·èˆªç«™æ¥¼å›½é™…å‡ºå�‘,"31.193659, 121.346595"
31.151072,121.808944,741,Shanghai Pudong International Airport Terminal 1,"31.151072, 121.808944"
31.1443439,121.808273,742,Shanghai Pudong International Airport,"31.1443439, 121.808273"
31.193083,121.352252,743,SKAPè™¹æ¡¥æœºåœºåº—,"31.19308299999999, 121.352252"
31.194387,121.326364,744,Shanghai Hongqiao International Airport Terminal 2,"31.194387, 121.326364"
31.148622,121.236599,745,å�°ç‘žæœºåœºè®¾å¤‡æŠ€æœ¯(ä¸Šæµ·)æœ‰é™�å…¬å�¸,"31.148622, 121.236599"
31.166504,121.455295,746,Shanghai Longhua Airport,"31.166504, 121.455295"
31.382781,121.356038,747,æµ¦ä¸œæœºåœº,"31.382781, 121.356038"
44.8847554,-93.2222846,748,Minneapolisâˆ’Saint Paul International Airport,"44.8847554, -93.2222846"
44.8271762,-93.4610777,749,Flying Cloud Airport (FCM),"44.8271762, -93.46107769999999"
45.065245,-93.354748,750,Crystal Airport,"45.06524499999999, -93.354748"
44.86477,-93.3524,751,Edina Airport Taxi,"44.86477, -93.35239999999999"
44.9334686,-93.0601241,752,St. Paul Downtown Airport,"44.93346859999999, -93.0601241"
44.6610769,-93.100215,753,Stegmaier Airport,"44.6610769, -93.10021499999999"
45.1588324,-93.1224158,754,Surfside Airport,"45.1588324, -93.1224158"
44.8617057,-93.0298126,755,Fleming Field - South St. Paul Airport,"44.86170569999999, -93.0298126"
45.1358,-92.859378,756,Keller Airport-0MN8,"45.1358, -92.85937799999999"
44.525522,-93.3268854,757,Sky Harbor Residential Airpark,"44.525522, -93.3268854"
44.921918,-93.41349,758,Hopkins Police Department,"44.921918, -93.41349"
45.002316,-92.857829,759,Valters Aviation,"45.002316, -92.85782900000001"
44.9421879,-93.1096636,760,United Childrens Hospital Heliport,"44.9421879, -93.10966359999999"
44.996531,-92.858908,761,Lake Elmo Airport,"44.996531, -92.858908"
44.8821529,-93.2044673,762,Bradford Airport Logistics,"44.88215290000001, -93.20446729999999"
44.5313555,-92.8052013,763,Stewart Farms Airport,"44.53135549999999, -92.8052013"
44.627777,-93.228058,764,Airlake Airport,"44.62777699999999, -93.22805799999999"
45.1875798,-93.1294298,765,Lino Air Park,"45.18757979999999, -93.1294298"
45.2491266,-92.9946942,766,Forest Lake Airport,"45.2491266, -92.9946942"
45.0653989,-93.37906,767,Need a Ride Services,"45.06539890000001, -93.37906"
47.4502499,-122.3088165,768,Seattle-Tacoma International Airport,"47.4502499, -122.3088165"
47.5281657,-122.3018264,769,Boeing Field,"47.5281657, -122.3018264"
47.4390612,-122.3238016,770,"Park N Jet Lot-1, SeaTac Airport Parking","47.4390612, -122.3238016"
47.614075,-122.353603,771,Port of Seattle,"47.614075, -122.353603"
47.5397594,-122.3061864,772,Galvin Flying,"47.5397594, -122.3061864"
47.628574,-122.33983,773,Kenmore Air,"47.62857399999999, -122.33983"
47.2678293,-122.577424,774,Tacoma Narrows Airport,"47.2678293, -122.577424"
47.6321915,-122.3276551,775,Seattle Seaplanes,"47.6321915, -122.3276551"
47.7569221,-122.2579096,776,Kenmore Air Harbor,"47.7569221, -122.2579096"
47.340137,-122.1027539,777,"Crest Airpark, Inc.","47.340137, -122.1027539"
47.443558,-122.3000149,778,Sea-Tac Airport Parking Garage,"47.443558, -122.3000149"
47.6626089,-122.2837185,779,Seattle Children's Emergency Heliport,"47.66260889999999, -122.2837185"
47.4034306,-122.2516351,780,Sunstream Boat Lifts,"47.4034306, -122.2516351"
47.5367354,-122.3037557,781,Kenmore Air,"47.5367354, -122.3037557"
47.3265247,-122.2245088,782,Auburn Municipal Airport,"47.3265247, -122.2245088"
47.1037928,-122.2879359,783,Pierce County Airport - Thun Field,"47.1037928, -122.2879359"
47.6232032,-122.1670692,784,Evans Co,"47.6232032, -122.1670692"
47.6553956,-122.7329148,785,Apex Airpark,"47.65539560000001, -122.7329148"
47.7553166,-121.98235,786,Majerle Strip Airport,"47.7553166, -121.98235"
47.2684081,-122.0678472,787,Evergreen Sky Ranch Airport,"47.26840809999999, -122.0678472"
42.2161722,-83.3553842,788,Detroit Metropolitan Wayne County Airport,"42.2161722, -83.3553842"
42.2378031,-83.5242868,789,Willow Run Airport,"42.2378031, -83.5242868"
42.2750282,-82.9449803,790,Windsor International Airport,"42.2750282, -82.9449803"
42.2251956,-83.7456555,791,Ann Arbor Municipal Airport,"42.2251956, -83.7456555"
42.5406845,-83.1803082,792,Oakland County Troy Airport,"42.5406845, -83.1803082"
42.5136249,-83.4895444,793,Kamikaze Run Heliport,"42.513624899999996, -83.4895444"
42.6640988,-83.4202318,794,Oakland County International Airport,"42.66409879999999, -83.4202318"
42.1066703,-83.1641751,795,Grosse Ile Municipal Airport,"42.10667029999999, -83.1641751"
42.348509,-83.4574059,796,Canton-Plymouth Mettetal Airport (1D2),"42.348509, -83.4574059"
41.9869888,-83.8046619,797,Brablec Farms Airport,"41.9869888, -83.8046619"
42.5433975,-82.9334454,798,Grant Pad Heliport,"42.5433975, -82.9334454"
42.0326666,-83.8783055,799,Tecumseh Products Airport,"42.03266660000001, -83.8783055"
42.3576394,-83.0726228,800,A2 Global Shipping,"42.3576394, -83.07262279999999"
42.1810937,-83.5420517,801,Valero Gas Station And Carwash,"42.1810937, -83.5420517"
42.6598106,-83.1549015,802,Mc Phail Corporation Heliport,"42.6598106, -83.1549015"
42.2042079,-83.3038344,803,Forward Air Inc,"42.2042079, -83.3038344"
42.6621305,-83.4298575,804,Pentastar Aviation,"42.6621305, -83.4298575"
41.98785,-83.307625,805,Newport Woods Airport,"41.98784999999999, -83.307625"
42.2503367,-83.6150151,806,A2 Global Shipping,"42.25033670000001, -83.6150151"
42.5071746,-83.6235025,807,Oakland County Southwest Airport,"42.5071746, -83.6235025"
39.743173,-74.7254363,808,Atsion Helistop,"39.743173, -74.7254363"
39.8743959,-75.2424229,809,Philadelphia International Airport,"39.8743959, -75.2424229"
39.6802039,-75.6034614,810,Wilmington Airport (ILG),"39.6802039, -75.6034614"
40.0757728,-75.009048,811,Northeast Philadelphia Airport,"40.0757728, -75.00904799999999"
40.1348777,-75.2651631,812,flyADVANCED Wings,"40.1348777, -75.2651631"
39.7783505,-74.9477395,813,Camden County Airport,"39.7783505, -74.9477395"
39.9428389,-74.8447067,814,South Jersey Regional,"39.94283890000001, -74.8447067"
39.933334,-74.806664,815,Flying W Airport & Resort,"39.933334, -74.80666400000001"
39.9463888,-75.1038888,816,Hargrove,"39.94638879999999, -75.1038888"
39.9501125,-75.0496163,817,C And T Helistop,"39.9501125, -75.0496163"
40.0158333,-74.9757777,818,Jet Line South,"40.0158333, -74.9757777"
39.6579444,-75.0700555,819,The Plant Place,"39.65794439999999, -75.07005550000001"
39.7390041,-74.9668319,820,New Freedom Switching Station Heliport,"39.7390041, -74.9668319"
39.7459488,-74.9204416,821,At&T Cedarbrook,"39.7459488, -74.9204416"
39.7384444,-74.9105555,822,Binder Winslow,"39.73844439999999, -74.9105555"
39.6195575,-75.4385288,823,Seabrook Heliport,"39.6195575, -75.4385288"
39.8915,-74.8112805,824,Herman,"39.8915, -74.81128050000001"
39.7202333,-74.8461333,825,Heli-ray,"39.7202333, -74.84613329999999"
39.8273322,-75.7235477,826,Whittle,"39.8273322, -75.7235477"
39.8381248,-75.4256415,827,Engineered Arresting Systems Corporation,"39.8381248, -75.4256415"
19.0895595,72.8656144,828,Chhatrapati Shivaji International Airport,"19.0895595, 72.8656144"
19.0980029,72.8340696,829,Juhu Airport,"19.0980029, 72.83406959999999"
18.927982,72.832985,830,MAMS AIR PVT LTD,"18.927982, 72.832985"
19.0975375,72.8385602,831,Air Works India Pvt. Ltd.,"19.0975375, 72.8385602"
19.107044,72.836777,832,Web Design,"19.107044, 72.836777"
19.117367,72.890492,833,Cabs Now,"19.117367, 72.890492"
19.1538081,72.8920894,834,Helipad Film City,"19.1538081, 72.8920894"
18.957964,72.8184484,835,Hari Om Tours & Travels,"18.957964, 72.8184484"
18.9218829,72.8286012,836,Taj Wellington Mews Helipad,"18.9218829, 72.8286012"
19.0174125,73.0434563,837,ROLTAMAX PORT TECH PVT LTD,"19.0174125, 73.0434563"
19.1628011,73.127788,838,"Kalyan Airstrip, Nevali","19.1628011, 73.127788"
18.9923465,73.1340102,839,"Car Rental Services Navi Mumbai,Cheap Car Rental Navi Mumbai,Car Hire Airport Near Navi Mumbai","18.9923465, 73.13401019999999"
19.0951347,72.8648794,840,New Import Baggage Bldg,"19.0951347, 72.86487939999999"
19.0888664,72.8758979,841,Threshold,"19.0888664, 72.8758979"
19.0999875,72.8765054,842,Sahar International Airport Mumbai,"19.0999875, 72.8765054"
19.0918827,72.8505524,843,IOSL,"19.0918827, 72.8505524"
19.10195,72.8795667,844,Free Parking,"19.10195, 72.8795667"
19.1095857,72.8589383,845,NO.1 WORLD WAIDE EXPPRESS PVT.LTD,"19.1095857, 72.85893829999999"
19.097381,72.8394229,846,Juhu Aerodrome,"19.097381, 72.8394229"
19.097042,72.8371386,847,Helipad No1,"19.097042, 72.8371386"
-23.4305731,-46.473043,848,Sao Paulo International Airport,"-23.4305731, -46.473043"
-23.6273246,-46.6565842,849,Congonhas-SÃ£o Paulo Airport,"-23.6273246, -46.6565842"
-23.4603442,-46.4891558,850,BR Express Parking,"-23.4603442, -46.48915580000001"
-23.5440898,-46.6353137,851,Heliponto Banco de Boston SDBT,"-23.54408980000001, -46.6353137"
-23.509422,-46.6377697,852,SÃ£o Paulo Campo de Marte Airport,"-23.509422, -46.6377697"
-23.5221144,-46.6672995,853,Helipad Paulista Football Federation sdfv,"-23.5221144, -46.66729950000001"
-23.4508977,-46.4793094,854,MM Airport Services,"-23.4508977, -46.47930939999999"
-23.5641725,-46.8308301,855,Helipark TÃ¡xi AÃ©reo e ManutenÃ§Ã£o AeronÃ¡utica,"-23.5641725, -46.8308301"
-23.6171018,-46.5800784,856,Hangar abc,"-23.6171018, -46.5800784"
-23.6324488,-46.6603828,857,Empresa Brasileira Infra-Estrutura AeroportuÃ¡ria,"-23.6324488, -46.6603828"
-23.6789341,-46.5119187,858,T M L Trans'Millennium,"-23.6789341, -46.5119187"
-23.5084662,-46.5867286,859,ncr,"-23.50846619999999, -46.5867286"
-23.5385856,-46.6624377,860,Heliponto - Hospital Samaritano,"-23.5385856, -46.6624377"
-23.544263,-46.644714,861,Grupo Moema Interpax Viagens e Turismo e CÃ¢mbio,"-23.544263, -46.644714"
-23.656325,-46.567411,862,Personal Transportes Executivos S/C Ltda,"-23.656325, -46.56741100000001"
-23.5637549,-46.6546316,863,Heliponto Fiesp Ciesp Sesi Senai,"-23.5637549, -46.65463159999999"
-23.5910306,-46.6810198,864,Heliponto Hotel Blue Tree Towers Faria Lima SSOA,"-23.5910306, -46.6810198"
-23.544128,-46.6633962,865,BLALAL,"-23.544128, -46.6633962"
-23.5057823,-46.6393881,866,DUMONT ENGENHARIA E CONSULTORIA AEROPORTUÃ�RIA,"-23.5057823, -46.6393881"
-23.4253078,-46.4853629,867,Seaviation ServiÃ§os AeroportuÃ¡rios,"-23.4253078, -46.4853629"
14.5122739,121.016508,868,Ninoy Aquino International Airport,"14.5122739, 121.016508"
14.4323614,121.0081987,869,SM Southmall Heliport,"14.4323614, 121.0081987"
14.4953712,120.9114075,870,Danilo Atienza Air Base,"14.4953712, 120.9114075"
14.5098844,121.0116463,871,Manila Control Tower,"14.5098844, 121.0116463"
14.537784,121.019986,872,Pacific Jet Corporation,"14.537784, 121.019986"
14.5177258,121.0013151,873,ACATECH Support Specialist,"14.517725800000001, 121.0013151"
14.506193,121.004937,874,"dnata Inc.,","14.506193, 121.004937"
14.522875,121.012452,875,Security Sub-Department - Philippine Airlines,"14.522874999999999, 121.012452"
14.505493,121.004874,876,Manila International Airport - Qantas Airlines,"14.505493, 121.004874"
14.5249284,121.0010145,877,AirSWIFT Passenger Terminal,"14.5249284, 121.0010145"
14.554657,121.015066,878,British Midland Airways,"14.554657, 121.015066"
14.58388,121.062807,879,Asian Institute of Aviation Crew Training Center,"14.58388, 121.062807"
14.5096474,121.0133996,880,Philippines Airlines Terminal 2,"14.5096474, 121.0133996"
14.509697,121.012798,881,Manila International Airport -Bureau of Immigration,"14.509697, 121.012798"
14.509695,121.012795,882,Manila International Airport - Tourism Infrastructure and Enterprise Zone Authority,"14.509695, 121.012795"
14.5100794,121.0124708,883,NAIA Terminal 2 International Departures,"14.5100794, 121.0124708"
14.5091009,121.0126176,884,NAIA Terminal 2 Domestic Departures,"14.5091009, 121.0126176"
14.5072332,121.0200691,885,Sky Pasada - Manila International Airport Authority,"14.5072332, 121.0200691"
14.5116408,121.0077597,886,Airfreight 2100 Inc.,"14.5116408, 121.0077597"
14.519603,121.013782,887,Manila International Airport - Terminal Operations,"14.519603, 121.013782"
30.421915,103.850284,888,Xinjin Airport,"30.421915, 103.850284"
30.567456,103.9492936,889,Chengdu Shuangliu International Airport,"30.567456, 103.9492936"
30.57698,103.957664,890,"Terminal Police Station, Chengdu Shuangliu International Airport","30.57698000000001, 103.957664"
30.579847,103.959314,891,æˆ�éƒ½å�Œæµ�å›½é™…æœºåœºT1èˆªç«™æ¥¼å›½é™…/æ¸¯æ¾³å�°å‡ºå�‘,"30.579847, 103.959314"
42.3656132,-71.0095602,892,Boston Logan International Airport,"42.3656132, -71.0095602"
42.4631677,-71.291193,893,Laurence G. Hanscom Field,"42.4631677, -71.29119299999999"
42.7000908,-71.2156147,894,Merrimack Valley Seaplane Base,"42.7000908, -71.2156147"
42.1919985,-71.1766218,895,Norwood Memorial Airport,"42.1919985, -71.17662179999999"
42.7169007,-71.1216795,896,Lawrence Municipal Airport,"42.7169007, -71.1216795"
42.4617817,-71.5184152,897,Minute Man Air Field,"42.4617817, -71.51841519999999"
42.2339858,-71.3597808,898,Burke Heliport,"42.2339858, -71.3597808"
42.3264531,-71.4095042,899,Digital Heliport,"42.32645309999999, -71.4095042"
42.6912038,-70.9122741,900,Bentley Heliport,"42.6912038, -70.91227409999999"
42.155097,-71.38617,901,Davna Corporation,"42.155097, -71.38616999999999"
42.1003775,-71.0819922,902,Goddard Hospital Heliport,"42.1003775, -71.0819922"
42.3748987,-71.0232268,903,Signature Flight Support BOS - Boston Logan Int'l Airport,"42.3748987, -71.0232268"
42.0035555,-71.2007214,904,Mansfield Municipal Airport,"42.0035555, -71.20072139999999"
42.34388,-71.5121285,905,Marlborough Airport,"42.34388000000001, -71.5121285"
42.4630812,-71.2904798,906,Signature Flight Support BED - Bedford L.G. Hanscom Field,"42.4630812, -71.2904798"
42.0970926,-70.6769195,907,Marshfield Municipal Airport,"42.0970926, -70.6769195"
42.3500611,-71.0576582,908,A2 Global Shipping,"42.3500611, -71.05765819999999"
42.0248415,-70.8380985,909,Cranland,"42.02484149999999, -70.83809850000002"
42.3653066,-71.1327596,910,WBZ Heliport,"42.3653066, -71.1327596"
42.3655321,-71.1044736,911,A2 Global Shipping,"42.3655321, -71.10447359999999"
22.308047,113.9184808,912,Hong Kong International Airport,"22.308047, 113.9184808"
22.636828,113.814606,913,Shenzhen Bao'an International Airport,"22.636828, 113.814606"
22.647955,113.818698,914,Shenzhen Baoan International Airport Terminal A,"22.647955, 113.818698"
22.55765,113.932607,915,Shenzhen Nantou Heliport Airport,"22.55765, 113.932607"
22.3168206,114.1702239,916,æ—…é�Šç«™ Tour Station,"22.3168206, 114.1702239"
22.807143,114.069027,917,å¡˜åŽ¦åŸŽå¸‚å€™æœºæ¥¼,"22.807143, 114.069027"
22.919033,113.989514,918,Dalang City Terminal Building,"22.919033, 113.989514"
22.2958666,113.9117911,919,Hong Kong Business Aviation Centre,"22.2958666, 113.9117911"
22.3103772,113.9175545,920,Midfield Aircourse,"22.3103772, 113.9175545"
22.248252,113.593822,921,Zhuhai Jiuzhou Airport,"22.248252, 113.593822"
22.966775,113.997039,922,æ·±åœ³æœºåœºå¸¸å¹³å€™æœºæ¥¼,"22.966775, 113.997039"
22.4493409,113.9763039,923,Helipad,"22.4493409, 113.9763039"
22.4071187,113.9752374,924,Tuen Mun Hosiptal Helipad,"22.4071187, 113.9752374"
22.4070983,113.9751774,925,Helipad,"22.4070983, 113.9751774"
22.645719,114.03978,926,ä¸­æµ©è¾‰èˆªç©º,"22.645719, 114.03978"
22.4161002,114.0429745,927,å¤§æ£ é�™æŽ§é£›æ©Ÿå ´,"22.4161002, 114.0429745"
22.4404403,114.0799398,928,Shek Kong Airfield,"22.4404403, 114.0799398"
22.5008547,114.116276,929,ç›´å�‡æ©Ÿå�ª Helipad,"22.5008547, 114.116276"
22.388892,113.9952966,930,ä¹�é€•å±±ç›´å�‡æ©Ÿå�ª,"22.388892, 113.9952966"
